id,bus_code,direction,name,deviation_seconds,updated_at,scheduled_timestamp,our_snapshot_time
273b4ddb-f637-4760-8e3d-68443fa8608f,495,Como,Como - Milan MXP ✈ - Genoa,,,2026-05-21T06:00:00Z,2026-05-21T06:48:43
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,4882.0,2026-05-21T04:49:45Z,2026-05-21T06:05:00Z,2026-05-21T06:48:43
1ad61f9f-c677-4a33-a024-bc1b0b7aa2c6,510,Rome Tiburtina Bus station,Genoa - Rome,,,2026-05-21T06:30:00Z,2026-05-21T06:48:43
351c08e9-4d2a-4ee6-a238-bf9ecb53cb27,N758,Florence (Villa Costanza),Florence - Barcelona,0.0,2026-05-21T04:49:48Z,2026-05-21T06:40:00Z,2026-05-21T06:48:43
2968a331-76f9-410a-8be6-f59382e537b4,500,Milan (Lampugnano bus station),Milan - Genoa/Rome/Aprilia,,,2026-05-21T06:40:00Z,2026-05-21T06:48:43
1de7068b-7bdd-443a-b07f-1e9d52c715b2,N1501,Nice Airport (Bus Station - Terminal 1),Sala Consilina - Nice Airport,872.0,2026-05-21T04:47:32Z,2026-05-21T07:15:00Z,2026-05-21T06:48:43
b087d467-7f3a-4f2b-af9a-6dbb1b6accef,536,Venice (Tronchetto),Venice - Florence - Genoa,,,2026-05-21T07:15:00Z,2026-05-21T06:48:43
1a01ca85-de39-4457-a6d4-38b8a77e9378,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T07:55:00Z,2026-05-21T06:48:43
5b714006-9ddc-47c1-90bf-c6454817181a,1501,Dijon (Bus Station),Florence - Dijon,,,2026-05-21T08:20:00Z,2026-05-21T06:48:43
efa128ef-716d-41be-a1ef-e894eccb9de4,N718,Florence (Villa Costanza),Bordeaux - Nice - Florence,0.0,2026-05-20T19:37:20Z,2026-05-21T08:55:00Z,2026-05-21T06:48:43
dc8c85ab-6221-4d7f-a6a3-0762bc2f8752,501,Avellino,Turin - Naples,,,2026-05-21T09:15:00Z,2026-05-21T06:48:43
3c5f5228-764b-40fc-80fd-8c238e8dc8a2,492,Munich central bus station,Munich - Milan- Genoa - Nice Airport ✈,,,2026-05-21T09:35:00Z,2026-05-21T06:48:43
f0ed062a-f868-465c-972a-c54891cc11d6,798,Marseille (Saint-Charles),Marseille - Milan,,,2026-05-21T09:40:00Z,2026-05-21T06:48:43
f20e5a09-2197-47c0-b468-edeef1e88498,1922,Bucharest (bus station Militari),Bucharest - Bordeaux,0.0,2026-05-20T15:48:37Z,2026-05-21T10:05:00Z,2026-05-21T06:48:43
ae5126ef-9227-4cc9-b04f-93e8f9379cf2,482,Montpellier (Sabines),Venice - Montpellier,0.0,2026-05-21T04:04:28Z,2026-05-21T10:30:00Z,2026-05-21T06:48:43
273b4ddb-f637-4760-8e3d-68443fa8608f,495,Como,Como - Milan MXP ✈ - Genoa,,,2026-05-21T06:00:00Z,2026-05-21T06:58:43
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,4704.0,2026-05-21T05:00:21Z,2026-05-21T06:05:00Z,2026-05-21T06:58:43
1ad61f9f-c677-4a33-a024-bc1b0b7aa2c6,510,Rome Tiburtina Bus station,Genoa - Rome,,,2026-05-21T06:30:00Z,2026-05-21T06:58:43
351c08e9-4d2a-4ee6-a238-bf9ecb53cb27,N758,Florence (Villa Costanza),Florence - Barcelona,0.0,2026-05-21T05:00:22Z,2026-05-21T06:40:00Z,2026-05-21T06:58:43
2968a331-76f9-410a-8be6-f59382e537b4,500,Milan (Lampugnano bus station),Milan - Genoa/Rome/Aprilia,,,2026-05-21T06:40:00Z,2026-05-21T06:58:43
1de7068b-7bdd-443a-b07f-1e9d52c715b2,N1501,Nice Airport (Bus Station - Terminal 1),Sala Consilina - Nice Airport,1332.0,2026-05-21T05:00:23Z,2026-05-21T07:15:00Z,2026-05-21T06:58:43
b087d467-7f3a-4f2b-af9a-6dbb1b6accef,536,Venice (Tronchetto),Venice - Florence - Genoa,,,2026-05-21T07:15:00Z,2026-05-21T06:58:43
1a01ca85-de39-4457-a6d4-38b8a77e9378,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T07:55:00Z,2026-05-21T06:58:43
5b714006-9ddc-47c1-90bf-c6454817181a,1501,Dijon (Bus Station),Florence - Dijon,,,2026-05-21T08:20:00Z,2026-05-21T06:58:43
efa128ef-716d-41be-a1ef-e894eccb9de4,N718,Florence (Villa Costanza),Bordeaux - Nice - Florence,0.0,2026-05-20T19:37:20Z,2026-05-21T08:55:00Z,2026-05-21T06:58:43
dc8c85ab-6221-4d7f-a6a3-0762bc2f8752,501,Avellino,Turin - Naples,,,2026-05-21T09:15:00Z,2026-05-21T06:58:43
3c5f5228-764b-40fc-80fd-8c238e8dc8a2,492,Munich central bus station,Munich - Milan- Genoa - Nice Airport ✈,,,2026-05-21T09:35:00Z,2026-05-21T06:58:43
f0ed062a-f868-465c-972a-c54891cc11d6,798,Marseille (Saint-Charles),Marseille - Milan,,,2026-05-21T09:40:00Z,2026-05-21T06:58:43
f20e5a09-2197-47c0-b468-edeef1e88498,1922,Bucharest (bus station Militari),Bucharest - Bordeaux,0.0,2026-05-20T15:48:37Z,2026-05-21T10:05:00Z,2026-05-21T06:58:43
ae5126ef-9227-4cc9-b04f-93e8f9379cf2,482,Montpellier (Sabines),Venice - Montpellier,0.0,2026-05-21T04:04:28Z,2026-05-21T10:30:00Z,2026-05-21T06:58:43
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,4650.0,2026-05-21T05:10:24Z,2026-05-21T06:05:00Z,2026-05-21T07:08:43
1ad61f9f-c677-4a33-a024-bc1b0b7aa2c6,510,Rome Tiburtina Bus station,Genoa - Rome,,,2026-05-21T06:30:00Z,2026-05-21T07:08:43
351c08e9-4d2a-4ee6-a238-bf9ecb53cb27,N758,Florence (Villa Costanza),Florence - Barcelona,0.0,2026-05-21T05:09:26Z,2026-05-21T06:40:00Z,2026-05-21T07:08:43
2968a331-76f9-410a-8be6-f59382e537b4,500,Milan (Lampugnano bus station),Milan - Genoa/Rome/Aprilia,,,2026-05-21T06:40:00Z,2026-05-21T07:08:43
1de7068b-7bdd-443a-b07f-1e9d52c715b2,N1501,Nice Airport (Bus Station - Terminal 1),Sala Consilina - Nice Airport,1461.0,2026-05-21T05:12:24Z,2026-05-21T07:15:00Z,2026-05-21T07:08:43
b087d467-7f3a-4f2b-af9a-6dbb1b6accef,536,Venice (Tronchetto),Venice - Florence - Genoa,,,2026-05-21T07:15:00Z,2026-05-21T07:08:43
1a01ca85-de39-4457-a6d4-38b8a77e9378,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T07:55:00Z,2026-05-21T07:08:43
5b714006-9ddc-47c1-90bf-c6454817181a,1501,Dijon (Bus Station),Florence - Dijon,,,2026-05-21T08:20:00Z,2026-05-21T07:08:43
efa128ef-716d-41be-a1ef-e894eccb9de4,N718,Florence (Villa Costanza),Bordeaux - Nice - Florence,0.0,2026-05-20T19:37:20Z,2026-05-21T08:55:00Z,2026-05-21T07:08:43
dc8c85ab-6221-4d7f-a6a3-0762bc2f8752,501,Avellino,Turin - Naples,,,2026-05-21T09:15:00Z,2026-05-21T07:08:43
3c5f5228-764b-40fc-80fd-8c238e8dc8a2,492,Munich central bus station,Munich - Milan- Genoa - Nice Airport ✈,,,2026-05-21T09:35:00Z,2026-05-21T07:08:43
f0ed062a-f868-465c-972a-c54891cc11d6,798,Marseille (Saint-Charles),Marseille - Milan,,,2026-05-21T09:40:00Z,2026-05-21T07:08:43
f20e5a09-2197-47c0-b468-edeef1e88498,1922,Bucharest (bus station Militari),Bucharest - Bordeaux,0.0,2026-05-20T15:48:37Z,2026-05-21T10:05:00Z,2026-05-21T07:08:43
ae5126ef-9227-4cc9-b04f-93e8f9379cf2,482,Montpellier (Sabines),Venice - Montpellier,0.0,2026-05-21T04:04:28Z,2026-05-21T10:30:00Z,2026-05-21T07:08:43
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,4670.0,2026-05-21T05:21:40Z,2026-05-21T06:05:00Z,2026-05-21T07:18:44
1ad61f9f-c677-4a33-a024-bc1b0b7aa2c6,510,Rome Tiburtina Bus station,Genoa - Rome,,,2026-05-21T06:30:00Z,2026-05-21T07:18:44
351c08e9-4d2a-4ee6-a238-bf9ecb53cb27,N758,Florence (Villa Costanza),Florence - Barcelona,0.0,2026-05-21T05:09:26Z,2026-05-21T06:40:00Z,2026-05-21T07:18:44
2968a331-76f9-410a-8be6-f59382e537b4,500,Milan (Lampugnano bus station),Milan - Genoa/Rome/Aprilia,,,2026-05-21T06:40:00Z,2026-05-21T07:18:44
1de7068b-7bdd-443a-b07f-1e9d52c715b2,N1501,Nice Airport (Bus Station - Terminal 1),Sala Consilina - Nice Airport,1408.0,2026-05-21T05:22:15Z,2026-05-21T07:15:00Z,2026-05-21T07:18:44
b087d467-7f3a-4f2b-af9a-6dbb1b6accef,536,Venice (Tronchetto),Venice - Florence - Genoa,,,2026-05-21T07:15:00Z,2026-05-21T07:18:44
1a01ca85-de39-4457-a6d4-38b8a77e9378,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T07:55:00Z,2026-05-21T07:18:44
5b714006-9ddc-47c1-90bf-c6454817181a,1501,Dijon (Bus Station),Florence - Dijon,,,2026-05-21T08:20:00Z,2026-05-21T07:18:44
efa128ef-716d-41be-a1ef-e894eccb9de4,N718,Florence (Villa Costanza),Bordeaux - Nice - Florence,0.0,2026-05-20T19:37:20Z,2026-05-21T08:55:00Z,2026-05-21T07:18:44
dc8c85ab-6221-4d7f-a6a3-0762bc2f8752,501,Avellino,Turin - Naples,,,2026-05-21T09:15:00Z,2026-05-21T07:18:44
3c5f5228-764b-40fc-80fd-8c238e8dc8a2,492,Munich central bus station,Munich - Milan- Genoa - Nice Airport ✈,,,2026-05-21T09:35:00Z,2026-05-21T07:18:44
f0ed062a-f868-465c-972a-c54891cc11d6,798,Marseille (Saint-Charles),Marseille - Milan,,,2026-05-21T09:40:00Z,2026-05-21T07:18:44
f20e5a09-2197-47c0-b468-edeef1e88498,1922,Bucharest (bus station Militari),Bucharest - Bordeaux,0.0,2026-05-20T15:48:37Z,2026-05-21T10:05:00Z,2026-05-21T07:18:44
ae5126ef-9227-4cc9-b04f-93e8f9379cf2,482,Montpellier (Sabines),Venice - Montpellier,0.0,2026-05-21T04:04:28Z,2026-05-21T10:30:00Z,2026-05-21T07:18:44
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,4670.0,2026-05-21T05:21:40Z,2026-05-21T06:05:00Z,2026-05-21T07:28:44
1ad61f9f-c677-4a33-a024-bc1b0b7aa2c6,510,Rome Tiburtina Bus station,Genoa - Rome,,,2026-05-21T06:30:00Z,2026-05-21T07:28:44
351c08e9-4d2a-4ee6-a238-bf9ecb53cb27,N758,Florence (Villa Costanza),Florence - Barcelona,0.0,2026-05-21T05:09:26Z,2026-05-21T06:40:00Z,2026-05-21T07:28:44
2968a331-76f9-410a-8be6-f59382e537b4,500,Milan (Lampugnano bus station),Milan - Genoa/Rome/Aprilia,,,2026-05-21T06:40:00Z,2026-05-21T07:28:44
1de7068b-7bdd-443a-b07f-1e9d52c715b2,N1501,Nice Airport (Bus Station - Terminal 1),Sala Consilina - Nice Airport,1408.0,2026-05-21T05:22:15Z,2026-05-21T07:15:00Z,2026-05-21T07:28:44
b087d467-7f3a-4f2b-af9a-6dbb1b6accef,536,Venice (Tronchetto),Venice - Florence - Genoa,,,2026-05-21T07:15:00Z,2026-05-21T07:28:44
1a01ca85-de39-4457-a6d4-38b8a77e9378,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T07:55:00Z,2026-05-21T07:28:44
5b714006-9ddc-47c1-90bf-c6454817181a,1501,Dijon (Bus Station),Florence - Dijon,,,2026-05-21T08:20:00Z,2026-05-21T07:28:44
efa128ef-716d-41be-a1ef-e894eccb9de4,N718,Florence (Villa Costanza),Bordeaux - Nice - Florence,0.0,2026-05-20T19:37:20Z,2026-05-21T08:55:00Z,2026-05-21T07:28:44
dc8c85ab-6221-4d7f-a6a3-0762bc2f8752,501,Avellino,Turin - Naples,,,2026-05-21T09:15:00Z,2026-05-21T07:28:44
3c5f5228-764b-40fc-80fd-8c238e8dc8a2,492,Munich central bus station,Munich - Milan- Genoa - Nice Airport ✈,,,2026-05-21T09:35:00Z,2026-05-21T07:28:44
f0ed062a-f868-465c-972a-c54891cc11d6,798,Marseille (Saint-Charles),Marseille - Milan,,,2026-05-21T09:40:00Z,2026-05-21T07:28:44
f20e5a09-2197-47c0-b468-edeef1e88498,1922,Bucharest (bus station Militari),Bucharest - Bordeaux,0.0,2026-05-20T15:48:37Z,2026-05-21T10:05:00Z,2026-05-21T07:28:44
ae5126ef-9227-4cc9-b04f-93e8f9379cf2,482,Montpellier (Sabines),Venice - Montpellier,0.0,2026-05-21T04:04:28Z,2026-05-21T10:30:00Z,2026-05-21T07:28:44
d2b0d73e-2610-4100-9e65-85d24b0ac3af,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T11:25:00Z,2026-05-21T07:28:44
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,4698.0,2026-05-21T05:33:15Z,2026-05-21T06:05:00Z,2026-05-21T07:38:44
351c08e9-4d2a-4ee6-a238-bf9ecb53cb27,N758,Florence (Villa Costanza),Florence - Barcelona,0.0,2026-05-21T05:37:22Z,2026-05-21T06:40:00Z,2026-05-21T07:38:44
2968a331-76f9-410a-8be6-f59382e537b4,500,Milan (Lampugnano bus station),Milan - Genoa/Rome/Aprilia,,,2026-05-21T06:40:00Z,2026-05-21T07:38:44
1de7068b-7bdd-443a-b07f-1e9d52c715b2,N1501,Nice Airport (Bus Station - Terminal 1),Sala Consilina - Nice Airport,1460.0,2026-05-21T05:33:14Z,2026-05-21T07:15:00Z,2026-05-21T07:38:44
b087d467-7f3a-4f2b-af9a-6dbb1b6accef,536,Venice (Tronchetto),Venice - Florence - Genoa,,,2026-05-21T07:15:00Z,2026-05-21T07:38:44
1a01ca85-de39-4457-a6d4-38b8a77e9378,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T07:55:00Z,2026-05-21T07:38:44
5b714006-9ddc-47c1-90bf-c6454817181a,1501,Dijon (Bus Station),Florence - Dijon,,,2026-05-21T08:20:00Z,2026-05-21T07:38:44
efa128ef-716d-41be-a1ef-e894eccb9de4,N718,Florence (Villa Costanza),Bordeaux - Nice - Florence,0.0,2026-05-20T19:37:20Z,2026-05-21T08:55:00Z,2026-05-21T07:38:44
dc8c85ab-6221-4d7f-a6a3-0762bc2f8752,501,Avellino,Turin - Naples,,,2026-05-21T09:15:00Z,2026-05-21T07:38:44
3c5f5228-764b-40fc-80fd-8c238e8dc8a2,492,Munich central bus station,Munich - Milan- Genoa - Nice Airport ✈,,,2026-05-21T09:35:00Z,2026-05-21T07:38:44
f0ed062a-f868-465c-972a-c54891cc11d6,798,Marseille (Saint-Charles),Marseille - Milan,,,2026-05-21T09:40:00Z,2026-05-21T07:38:44
f20e5a09-2197-47c0-b468-edeef1e88498,1922,Bucharest (bus station Militari),Bucharest - Bordeaux,0.0,2026-05-20T15:48:37Z,2026-05-21T10:05:00Z,2026-05-21T07:38:44
ae5126ef-9227-4cc9-b04f-93e8f9379cf2,482,Montpellier (Sabines),Venice - Montpellier,0.0,2026-05-21T04:04:28Z,2026-05-21T10:30:00Z,2026-05-21T07:38:44
d2b0d73e-2610-4100-9e65-85d24b0ac3af,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T11:25:00Z,2026-05-21T07:38:44
fa3814ca-3a14-4347-b4fb-ac53cfc1ceff,N1138,Lisbon (Oriente),Lisbon - Milan,,,2026-05-21T11:30:00Z,2026-05-21T07:38:44
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,4600.0,2026-05-21T05:43:53Z,2026-05-21T06:05:00Z,2026-05-21T07:48:45
1de7068b-7bdd-443a-b07f-1e9d52c715b2,N1501,Nice Airport (Bus Station - Terminal 1),Sala Consilina - Nice Airport,1364.0,2026-05-21T05:43:55Z,2026-05-21T07:15:00Z,2026-05-21T07:48:45
b087d467-7f3a-4f2b-af9a-6dbb1b6accef,536,Venice (Tronchetto),Venice - Florence - Genoa,,,2026-05-21T07:15:00Z,2026-05-21T07:48:45
1a01ca85-de39-4457-a6d4-38b8a77e9378,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T07:55:00Z,2026-05-21T07:48:45
5b714006-9ddc-47c1-90bf-c6454817181a,1501,Dijon (Bus Station),Florence - Dijon,,,2026-05-21T08:20:00Z,2026-05-21T07:48:45
efa128ef-716d-41be-a1ef-e894eccb9de4,N718,Florence (Villa Costanza),Bordeaux - Nice - Florence,0.0,2026-05-20T19:37:20Z,2026-05-21T08:55:00Z,2026-05-21T07:48:45
dc8c85ab-6221-4d7f-a6a3-0762bc2f8752,501,Avellino,Turin - Naples,,,2026-05-21T09:15:00Z,2026-05-21T07:48:45
3c5f5228-764b-40fc-80fd-8c238e8dc8a2,492,Munich central bus station,Munich - Milan- Genoa - Nice Airport ✈,,,2026-05-21T09:35:00Z,2026-05-21T07:48:45
f0ed062a-f868-465c-972a-c54891cc11d6,798,Marseille (Saint-Charles),Marseille - Milan,,,2026-05-21T09:40:00Z,2026-05-21T07:48:45
f20e5a09-2197-47c0-b468-edeef1e88498,1922,Bucharest (bus station Militari),Bucharest - Bordeaux,0.0,2026-05-20T15:48:37Z,2026-05-21T10:05:00Z,2026-05-21T07:48:45
ae5126ef-9227-4cc9-b04f-93e8f9379cf2,482,Montpellier (Sabines),Venice - Montpellier,0.0,2026-05-21T04:04:28Z,2026-05-21T10:30:00Z,2026-05-21T07:48:45
d2b0d73e-2610-4100-9e65-85d24b0ac3af,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T11:25:00Z,2026-05-21T07:48:45
fa3814ca-3a14-4347-b4fb-ac53cfc1ceff,N1138,Lisbon (Oriente),Lisbon - Milan,,,2026-05-21T11:30:00Z,2026-05-21T07:48:45
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,4300.0,2026-05-21T05:53:51Z,2026-05-21T06:05:00Z,2026-05-21T07:58:45
1de7068b-7bdd-443a-b07f-1e9d52c715b2,N1501,Nice Airport (Bus Station - Terminal 1),Sala Consilina - Nice Airport,1382.0,2026-05-21T05:55:46Z,2026-05-21T07:15:00Z,2026-05-21T07:58:45
b087d467-7f3a-4f2b-af9a-6dbb1b6accef,536,Venice (Tronchetto),Venice - Florence - Genoa,,,2026-05-21T07:15:00Z,2026-05-21T07:58:45
1a01ca85-de39-4457-a6d4-38b8a77e9378,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T07:55:00Z,2026-05-21T07:58:45
5b714006-9ddc-47c1-90bf-c6454817181a,1501,Dijon (Bus Station),Florence - Dijon,,,2026-05-21T08:20:00Z,2026-05-21T07:58:45
efa128ef-716d-41be-a1ef-e894eccb9de4,N718,Florence (Villa Costanza),Bordeaux - Nice - Florence,0.0,2026-05-20T19:37:20Z,2026-05-21T08:55:00Z,2026-05-21T07:58:45
dc8c85ab-6221-4d7f-a6a3-0762bc2f8752,501,Avellino,Turin - Naples,,,2026-05-21T09:15:00Z,2026-05-21T07:58:45
3c5f5228-764b-40fc-80fd-8c238e8dc8a2,492,Munich central bus station,Munich - Milan- Genoa - Nice Airport ✈,,,2026-05-21T09:35:00Z,2026-05-21T07:58:45
f0ed062a-f868-465c-972a-c54891cc11d6,798,Marseille (Saint-Charles),Marseille - Milan,,,2026-05-21T09:40:00Z,2026-05-21T07:58:45
f20e5a09-2197-47c0-b468-edeef1e88498,1922,Bucharest (bus station Militari),Bucharest - Bordeaux,0.0,2026-05-20T15:48:37Z,2026-05-21T10:05:00Z,2026-05-21T07:58:45
ae5126ef-9227-4cc9-b04f-93e8f9379cf2,482,Montpellier (Sabines),Venice - Montpellier,0.0,2026-05-21T04:04:28Z,2026-05-21T10:30:00Z,2026-05-21T07:58:45
d2b0d73e-2610-4100-9e65-85d24b0ac3af,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T11:25:00Z,2026-05-21T07:58:45
fa3814ca-3a14-4347-b4fb-ac53cfc1ceff,N1138,Lisbon (Oriente),Lisbon - Milan,,,2026-05-21T11:30:00Z,2026-05-21T07:58:45
9565d91d-e2a6-42dc-92fc-5bd025d689d6,N1503,Paris (Pershing - Porte Maillot),Paris - Turin - Naples,4162.0,2026-05-21T06:06:24Z,2026-05-21T06:05:00Z,2026-05-21T08:08:45
1de7068b-7bdd-443a-b07f-1e9d52c715b2,N1501,Nice Airport (Bus Station - Terminal 1),Sala Consilina - Nice Airport,1402.0,2026-05-21T06:06:23Z,2026-05-21T07:15:00Z,2026-05-21T08:08:45
b087d467-7f3a-4f2b-af9a-6dbb1b6accef,536,Venice (Tronchetto),Venice - Florence - Genoa,,,2026-05-21T07:15:00Z,2026-05-21T08:08:45
1a01ca85-de39-4457-a6d4-38b8a77e9378,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T07:55:00Z,2026-05-21T08:08:45
5b714006-9ddc-47c1-90bf-c6454817181a,1501,Dijon (Bus Station),Florence - Dijon,,,2026-05-21T08:20:00Z,2026-05-21T08:08:45
efa128ef-716d-41be-a1ef-e894eccb9de4,N718,Florence (Villa Costanza),Bordeaux - Nice - Florence,0.0,2026-05-20T19:37:20Z,2026-05-21T08:55:00Z,2026-05-21T08:08:45
dc8c85ab-6221-4d7f-a6a3-0762bc2f8752,501,Avellino,Turin - Naples,0.0,2026-05-21T06:07:53Z,2026-05-21T09:15:00Z,2026-05-21T08:08:45
3c5f5228-764b-40fc-80fd-8c238e8dc8a2,492,Munich central bus station,Munich - Milan- Genoa - Nice Airport ✈,,,2026-05-21T09:35:00Z,2026-05-21T08:08:45
f0ed062a-f868-465c-972a-c54891cc11d6,798,Marseille (Saint-Charles),Marseille - Milan,,,2026-05-21T09:40:00Z,2026-05-21T08:08:45
f20e5a09-2197-47c0-b468-edeef1e88498,1922,Bucharest (bus station Militari),Bucharest - Bordeaux,0.0,2026-05-20T15:48:37Z,2026-05-21T10:05:00Z,2026-05-21T08:08:45
ae5126ef-9227-4cc9-b04f-93e8f9379cf2,482,Montpellier (Sabines),Venice - Montpellier,0.0,2026-05-21T04:04:28Z,2026-05-21T10:30:00Z,2026-05-21T08:08:45
d2b0d73e-2610-4100-9e65-85d24b0ac3af,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T11:25:00Z,2026-05-21T08:08:45
fa3814ca-3a14-4347-b4fb-ac53cfc1ceff,N1138,Lisbon (Oriente),Lisbon - Milan,,,2026-05-21T11:30:00Z,2026-05-21T08:08:45
1de7068b-7bdd-443a-b07f-1e9d52c715b2,N1501,Nice Airport (Bus Station - Terminal 1),Sala Consilina - Nice Airport,1540.0,2026-05-21T06:16:46Z,2026-05-21T07:15:00Z,2026-05-21T08:18:46
1a01ca85-de39-4457-a6d4-38b8a77e9378,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T07:55:00Z,2026-05-21T08:18:46
5b714006-9ddc-47c1-90bf-c6454817181a,1501,Dijon (Bus Station),Florence - Dijon,,,2026-05-21T08:20:00Z,2026-05-21T08:18:46
efa128ef-716d-41be-a1ef-e894eccb9de4,N718,Florence (Villa Costanza),Bordeaux - Nice - Florence,638.0,2026-05-21T06:09:41Z,2026-05-21T08:55:00Z,2026-05-21T08:18:46
dc8c85ab-6221-4d7f-a6a3-0762bc2f8752,501,Avellino,Turin - Naples,0.0,2026-05-21T06:07:53Z,2026-05-21T09:15:00Z,2026-05-21T08:18:46
3c5f5228-764b-40fc-80fd-8c238e8dc8a2,492,Munich central bus station,Munich - Milan- Genoa - Nice Airport ✈,,,2026-05-21T09:35:00Z,2026-05-21T08:18:46
f0ed062a-f868-465c-972a-c54891cc11d6,798,Marseille (Saint-Charles),Marseille - Milan,0.0,2026-05-21T06:20:09Z,2026-05-21T09:40:00Z,2026-05-21T08:18:46
f20e5a09-2197-47c0-b468-edeef1e88498,1922,Bucharest (bus station Militari),Bucharest - Bordeaux,0.0,2026-05-20T15:48:37Z,2026-05-21T10:05:00Z,2026-05-21T08:18:46
ae5126ef-9227-4cc9-b04f-93e8f9379cf2,482,Montpellier (Sabines),Venice - Montpellier,0.0,2026-05-21T04:04:28Z,2026-05-21T10:30:00Z,2026-05-21T08:18:46
d2b0d73e-2610-4100-9e65-85d24b0ac3af,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T11:25:00Z,2026-05-21T08:18:46
fa3814ca-3a14-4347-b4fb-ac53cfc1ceff,N1138,Lisbon (Oriente),Lisbon - Milan,,,2026-05-21T11:30:00Z,2026-05-21T08:18:46
1de7068b-7bdd-443a-b07f-1e9d52c715b2,N1501,Nice Airport (Bus Station - Terminal 1),Sala Consilina - Nice Airport,1434.0,2026-05-21T06:26:54Z,2026-05-21T07:15:00Z,2026-05-21T08:28:46
1a01ca85-de39-4457-a6d4-38b8a77e9378,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T07:55:00Z,2026-05-21T08:28:46
5b714006-9ddc-47c1-90bf-c6454817181a,1501,Dijon (Bus Station),Florence - Dijon,,,2026-05-21T08:20:00Z,2026-05-21T08:28:46
efa128ef-716d-41be-a1ef-e894eccb9de4,N718,Florence (Villa Costanza),Bordeaux - Nice - Florence,1882.0,2026-05-21T06:30:24Z,2026-05-21T08:55:00Z,2026-05-21T08:28:46
dc8c85ab-6221-4d7f-a6a3-0762bc2f8752,501,Avellino,Turin - Naples,0.0,2026-05-21T06:07:53Z,2026-05-21T09:15:00Z,2026-05-21T08:28:46
3c5f5228-764b-40fc-80fd-8c238e8dc8a2,492,Munich central bus station,Munich - Milan- Genoa - Nice Airport ✈,,,2026-05-21T09:35:00Z,2026-05-21T08:28:46
f0ed062a-f868-465c-972a-c54891cc11d6,798,Marseille (Saint-Charles),Marseille - Milan,0.0,2026-05-21T06:20:09Z,2026-05-21T09:40:00Z,2026-05-21T08:28:46
f20e5a09-2197-47c0-b468-edeef1e88498,1922,Bucharest (bus station Militari),Bucharest - Bordeaux,879.0,2026-05-21T06:28:42Z,2026-05-21T10:05:00Z,2026-05-21T08:28:46
ae5126ef-9227-4cc9-b04f-93e8f9379cf2,482,Montpellier (Sabines),Venice - Montpellier,0.0,2026-05-21T04:04:28Z,2026-05-21T10:30:00Z,2026-05-21T08:28:46
d2b0d73e-2610-4100-9e65-85d24b0ac3af,408,Bolzano South (Stazione FS),Genoa - Bozen,,,2026-05-21T11:25:00Z,2026-05-21T08:28:46
fa3814ca-3a14-4347-b4fb-ac53cfc1ceff,N1138,Lisbon (Oriente),Lisbon - Milan,,,2026-05-21T11:30:00Z,2026-05-21T08:28:46
86e6598a-bb05-4845-af05-909dfcf6ccd4,500,Aprilia,Milan - Genoa/Rome/Aprilia,,,2026-05-21T12:25:00Z,2026-05-21T08:28:46
1de7068b-7bdd-443a-b07f-1e9d52c715b2,N1501,Nice Airport (Bus Station - Terminal 1),Sala Consilina - Nice Airport,1462.0,2026-05-21T06:37:17Z,2026-05-21T07:15:00Z,2026-05-21T08:38:46
